proposed,pearson_cumprod,shape,cumprod,adjusted,pearson
0.13298882681128799,0.11789555075254299,0.1650373818188644,0.18288153023800424,0.17630745147690363,0.1430150797576637
0.16623935713898197,0.13791467210162667,0.15895529536781106,0.1228084624441872,0.12550240361492682,0.1383229865589206
0.1350317579942586,0.1244975733656628,0.1699748631706277,0.13298313067473466,0.14070587509660104,0.12752480982682513
0.1714884638811338,0.1484084721432839,0.13019452680171373,0.13766302599974534,0.15891043954177642,0.13475501168081294
0.162663410636936,0.14059633554225126,0.14446188612238764,0.16915683065596454,0.12966774120312818,0.140191721564757
0.15314753918142388,0.1305962970763348,0.14271457533811827,0.12707286263506767,0.15727874841108158,0.13285441512517515
0.14991846338836545,0.16576576093693873,0.16141605752872645,0.10884531290576449,0.13730232434326983,0.11966859354009829
0.14116296993384747,0.14524212696111483,0.13124974386219335,0.13271849582597084,0.12693669113084805,0.12023726365013654
0.1615923812223874,0.1368225044216096,0.16020236506748353,0.1546016337121756,0.13167967728830954,0.13545115852815837
0.14278235147587193,0.12080126084480947,0.16592280571663376,0.10459806233162827,0.1503330979510311,0.11930256130498451
0.1432279351257555,0.1342133324936854,0.18730765087888024,0.18049523682376578,0.18410877051252972,0.14281722749366166
0.176469947217609,0.14752123103751713,0.18655753993157287,0.1349806304554837,0.1668108259036385,0.14963218254890354
0.10443597894626211,0.11375437655030196,0.1353307553599199,0.15263384104279987,0.14442446896225758,0.13715510810023712
0.15283275579479705,0.12763429854595687,0.1588407911737777,0.12692704078385098,0.15359938924338312,0.09670126086259678
0.11351347439388637,0.1239621283557002,0.1488832594298679,0.14825034306624207,0.15594214501594283,0.1093746745199522
0.19123412199253265,0.18549011776414015,0.1469498052777478,0.14108243535886977,0.15575333938892788,0.17109025245426301
0.16866302887406914,0.1435753017029857,0.16161283965080653,0.06455090698026922,0.1589347719625105,0.13783719451683352
0.16013301002131142,0.1601439747097242,0.14451658906971487,0.11754897686592058,0.16370430018821014,0.16929631952137303
0.1589322125835717,0.13794350581612758,0.10330346094761023,0.15798040017606985,0.11844982266908222,0.10873893790855682
0.1553540807876077,0.14007684181820168,0.15447947220384162,0.1387113169871912,0.1325357263148419,0.13768391620931641
0.12717923989105806,0.08963025274730207,0.21529913003281376,0.15263346817851042,0.1435439775266274,0.12836548565180328
0.16406214337490188,0.13366957083107822,0.16604327772217164,0.1653596398411772,0.13486942869222318,0.1226555371969753
0.13230969678634907,0.12250548599514866,0.1902072738853775,0.1272386289353269,0.14055777566796013,0.1328142324027124
0.16133268282614277,0.1336550437752908,0.18263156153811444,0.12631159714242046,0.1339873983968134,0.12367932675275495
0.16391188292918502,0.1575593087000382,0.16254788843304802,0.15799018621895056,0.15406086202935776,0.13402251795877174
0.16786743715204788,0.12863568698352346,0.1503100304503635,0.1359576188737155,0.15473725993220544,0.1771688259303128
0.12700467718109087,0.09997609276268049,0.17036986490921624,0.14576264433091524,0.15615915981748496,0.14519158673205013
0.17505703985442778,0.15056253537188025,0.1698166015865903,0.15948681772223017,0.15390523911970266,0.14590441257797448
0.12428181420698903,0.10125320330093346,0.12325573266771594,0.10688446632355353,0.12210626110161349,0.12278334709580685
0.16876077786955967,0.16588555875073974,0.15786314327797313,0.15938154093632306,0.1659512384869144,0.1444362254464051
0.1351772747858535,0.13793709155645928,0.17287805086190677,0.12579115602745272,0.11983909631835132,0.12111575821757303
0.17143640244153646,0.15299456551590085,0.16526673236000056,0.11159069418635847,0.14298942513480872,0.14297706846854852
0.16610231860921543,0.13461698687469492,0.1550862233789425,0.14028624339488371,0.1650965417708603,0.15752440495111641
0.17447852682178944,0.16637310594649524,0.15743388278850556,0.11993735696137664,0.18213311260808407,0.1229674148431168
0.1785960508261235,0.16309070371221646,0.15914379575621362,0.15760254128652607,0.13606193886706897,0.13908302368452707
0.17628883671875228,0.1652140339834256,0.1549698935282311,0.14488934865416447,0.14510962376328318,0.12435069698994372
0.1347805677502012,0.10480246774461954,0.16946222493424878,0.1463635031099093,0.1565927956669868,0.1239704129994934
0.11752046336980926,0.10587861872317372,0.14500061498121708,0.120442193838453,0.14037703287537084,0.14215474914311832
0.1637301945100842,0.1462223029680907,0.1525927681288406,0.17272345405667866,0.15203547729359457,0.15401633641253643
0.17204446935742723,0.14417689607736595,0.17089319998842334,0.1560536247061015,0.1704784389367946,0.14958454282002087
0.18829187321341379,0.16910176747652494,0.12547488626277903,0.09635378927175231,0.15257216170768828,0.14214972389112224
0.1403354965119017,0.12859703284165414,0.14884966046815262,0.13566656281064593,0.15320935897332144,0.15168464723685782
0.13526719720591718,0.11771682559944718,0.11978413493815654,0.11835622186501515,0.16485214099518886,0.1164858625042573
0.17117430646638376,0.13619423295191013,0.185459514820423,0.1509276031503688,0.1649075507825477,0.17619357518511936
0.1600986889241982,0.14893816046836683,0.16892766412665416,0.08886429829608322,0.16851685301895802,0.09983401651430301
0.14796490604002743,0.12409895191636022,0.1704180591346256,0.10815354997507343,0.14569271706248355,0.14334160552000785
0.1330360382876652,0.12343274040374497,0.16571404903095455,0.1618938805429666,0.1266890952111217,0.120817873024742
0.1654867053566167,0.15983977106459535,0.16213027082286602,0.14971459561012512,0.1872536963167195,0.15505396021794926
0.1631985133295626,0.13461192269286415,0.1847509627974513,0.19394100827933958,0.1444213457656538,0.13178175584344887
0.1756388757842433,0.15261989095356765,0.14310472222334125,0.17832757942602928,0.14411096618335661,0.10501329944684867
0.13505711863917114,0.12784158424203573,0.12460688979957646,0.15600039842026558,0.15146285778185398,0.16659213698656505
0.1520593171224458,0.14412422115450663,0.15662490730124734,0.1034190197096787,0.15435102081697494,0.13936618930326428
0.16864630812727022,0.1809469693044652,0.13851114614012627,0.18378770030017688,0.19086118138546393,0.12472210853561916
0.14088900367195034,0.1047023953579076,0.128591103855779,0.11448744300878189,0.16201182311409967,0.14912798857547793
0.13944678546076528,0.1370183766156472,0.13908852121217996,0.1560190786198863,0.15368194350579878,0.149968272462359
0.16968676716288877,0.13514720487052156,0.1490345620543374,0.12670959962051564,0.15693350462976552,0.1375126974051626
0.18300632973341346,0.119637707091653,0.15206429085255269,0.15672407214130057,0.1609910470306921,0.14659138052234355
0.15840048152407515,0.14630992766012096,0.1553160539969436,0.08777713572014667,0.15620863772836735,0.11931689021505676
0.17070371000711715,0.1711920847852677,0.17670500478985351,0.13196490389046556,0.19265675615923672,0.17420528243774402
0.1700020886359075,0.15874887211366362,0.12335377856732199,0.12226194434609838,0.18169469901261448,0.12786177658605458
0.1963887739614365,0.18261607230039445,0.1410239203023369,0.2193866957327555,0.19421327419029666,0.16408372116695658
0.14724436393619467,0.11937244251899237,0.15544981808274372,0.1532129894296934,0.13378485365492465,0.1154670495375767
0.17069592466249484,0.14644013102661035,0.14270424497967427,0.11940325748560321,0.1416472202126713,0.13179398831301192
0.1650273685101551,0.1461215694062581,0.1718762539202756,0.16835123670036678,0.18601667654074094,0.15258533116467587
0.15635668502417688,0.14220317472035404,0.15020048585924584,0.17632992409224868,0.165685828824351,0.1125279114168436
0.18764743038959786,0.15689793694792664,0.18837448458663486,0.1543440179976745,0.17563750467450334,0.15008192256383102
0.1813894173614523,0.13251479637771402,0.1406637147121934,0.1351981200897383,0.12307017018489974,0.13307594563943348
0.15574581862478776,0.14437234704562885,0.15203142256732205,0.1341148132854988,0.1557769468749841,0.13230833234242612
0.170193517411803,0.14417039398674736,0.1999352230552882,0.14517292784487235,0.212810616692495,0.15253658792079272
0.13776892983721023,0.12396124222083627,0.138345269359897,0.10042918770003717,0.1665430485404078,0.12678470281819165
0.19115022902961676,0.14124785978073362,0.12108738789966789,0.10790149303499841,0.17150588177784143,0.12493911171996941
0.20429207492304924,0.19129626848572268,0.16346285907085245,0.22623589945212164,0.15671081668876297,0.12291756059545866
0.14410066849859748,0.13188501956979093,0.20140645513712574,0.15144924216413536,0.14314373460802265,0.14203559893847162
0.17156563756176846,0.14775266727493053,0.14042876748672706,0.15601663803774546,0.14607769055158748,0.14471342019985967
0.18144573356478744,0.17489983280157095,0.13672067278387612,0.15533232258405638,0.15230249768664672,0.11081874393034741
0.15553516179211213,0.13885375010496004,0.12348840028673091,0.1739894288422681,0.16917306060681225,0.1394630004429771
0.1638260566778258,0.14953948655434268,0.1503675255220982,0.11768299233286128,0.1500934791022861,0.13981172758632865
0.14963328004075516,0.13019199805271398,0.2009972598677916,0.16925552519192277,0.14841865691404177,0.13767397115979985
0.19500364650433233,0.1335195854157123,0.14721571992291338,0.1983380219013009,0.13884075584309596,0.14084256291511044
0.16953833464643364,0.1469612366298294,0.1295813253335132,0.1570572250880029,0.170766615224619,0.14273998323233594
0.12658128754450915,0.1169309793803277,0.15871447232379854,0.14238845999499672,0.183257267253367,0.1346822937429195
0.16015416876147803,0.1559067598222681,0.1442786761395809,0.08489036831763919,0.17555055710071388,0.137439622474534
0.17164606518178638,0.16218941191529979,0.1364864043710814,0.09951453393528076,0.14361878455866606,0.1410865025506023
0.1480363198188075,0.14314560568244383,0.1671527436592828,0.14705472685288168,0.15930415458472091,0.13746272606035004
0.1620389860592384,0.16695025092834026,0.14433803860329975,0.08997266881345256,0.15395784313179783,0.13254099019384014
0.1424606199022178,0.09922213967645943,0.13276031303072333,0.11706810904709619,0.13731916225318952,0.10231489029963114
0.1282755588962481,0.12069458141262102,0.17306490918675488,0.1336572213511973,0.18042171534988305,0.15016338602217272
0.10205112791814441,0.11584223271642125,0.16271139876794471,0.1388603338217187,0.1648294079049344,0.13993703705202565
0.18103631116838037,0.12283056442004936,0.1913733266845028,0.18788726765278696,0.15388775194407533,0.1274676229956757
0.17264003989684995,0.1515450948974948,0.17546669612043164,0.11059957604321946,0.10232615233419518,0.12390554360173156
0.17134950262130744,0.13462643387951245,0.1393149478917688,0.15240883547836215,0.14449346249196737,0.14098812803347638
0.19605122888413717,0.12226201647163992,0.11850643531956373,0.11963062548479741,0.16516232930485075,0.1504193387776389
0.1597123473199118,0.16802484132416917,0.13159055007033094,0.14180135044161246,0.18723970256594336,0.12525715298064477
0.19803988962242025,0.14917823867694158,0.1669431342133738,0.13841934001068723,0.14899610804477859,0.14252307982340295
0.18137326276201637,0.14202948091777512,0.14806955534181654,0.20114910950383735,0.17867761119456538,0.14091267397531992
0.14649483512101535,0.14786439353618674,0.11668877150702617,0.12779937630719895,0.18803590313285867,0.12861391850708248
0.17088511222816893,0.14995097219394316,0.12429029686726323,0.10386389022154141,0.14159108745647297,0.12574882091082817
0.1980714579191989,0.17774146116912082,0.14647130528945418,0.14545597990287895,0.15411031972902078,0.1605943949492008
0.13739742096690155,0.10100766766000602,0.13183337187023225,0.12231296588978124,0.09811143942113953,0.12579545770253397
0.15434190070816345,0.13227929413482653,0.13311660076607357,0.0692210869405554,0.17878836098880146,0.12870488071983477
